id	submitdate	lastpage	startlanguage	seed	startdate	datestamp	ipaddr	refurl	ProlificID	Gender	Age[SQ001]	SuperiorEducation[SQ001]	Instructions	Collaboration	Monitoring	CollaboratorAI	Taining1	Training2	Training3[SQ001]	Training3[SQ002]	Training3[SQ003]	Training4[SQ001]	Training5	Training50	Training6	Training7[SQ001]	Training7[SQ002]	Training7[SQ003]	Training8[SQ001]	Training9	Training91	Training10	Training11[SQ001]	Training11[SQ002]	Training11[SQ003]	Training12[SQ001]	Feedback1	randnumber1	Condition101	Condition001	Condition1011	Condition0010	Scenario2	Slider3[SQ001]	Slider3[SQ002]	Slider3[SQ003]	Slider4[SQ001]	randnumber2	Condition102	Condition002	Condition1021	Condition0020	Scenario3	Slider5[SQ001]	Slider5[SQ002]	Slider5[SQ003]	Slider6[SQ001]	randnumber3	Condition103	Condition003	Condition1031	Condition0030	Scenario4	Slider7[SQ001]	Slider7[SQ002]	Slider7[SQ003]	Slider8[SQ001]	randnumber4	Condition104	Condition004	Condition1041	Condition0040	Scenario5	Slider9[SQ001]	Slider9[SQ002]	Slider9[SQ003]	Slider10[SQ001]	randnumber5	Condition105	Condition005	Condition1051	Condition0050	Scenario6	Slider11[SQ001]	Slider11[SQ002]	Slider11[SQ003]	Slider12[SQ001]	CQ11	CQ12	randnumber6	Condition106	Condition006	Condition1061	Condition0060	Scenario7	Slider13[SQ001]	Slider13[SQ002]	Slider13[SQ003]	Slider14[SQ001]	randnumber7	Condition107	Condition007	Condition1071	Condition0070	Scenario8	Slider15[SQ001]	Slider15[SQ002]	Slider15[SQ003]	Slider16[SQ001]	randnumber8	Condition108	Condition008	Condition1081	Condition0080	Scenario9	Slider17[SQ001]	Slider17[SQ002]	Slider17[SQ003]	Slider18[SQ001]	randnumber9	Condition109	Condition009	Condition1091	Condition0090	Scenario10	Slider19[SQ001]	Slider19[SQ002]	Slider19[SQ003]	Slider20[SQ001]	randnumber10	Condition110	Condition010	Condition1101	Condition0100	Scenario11	Slider21[SQ001]	Slider21[SQ002]	Slider21[SQ003]	Slider22[SQ001]	CQ21	CQ22	randnumber11	Condition111	Condition011	Condition1111	Condition0110	Scenario12	Slider23[SQ001]	Slider23[SQ002]	Slider23[SQ003]	Slider24[SQ001]	randnumber12	Condition112	Condition012	Condition1121	Condition0120	Scenario13	Slider25[SQ001]	Slider25[SQ002]	Slider25[SQ003]	Slider26[SQ001]	randnumber13	Condition113	Condition013	Condition1131	Condition0130	Scenario14	Slider27[SQ001]	Slider27[SQ002]	Slider27[SQ003]	Slider28[SQ001]	randnumber14	Condition114	Condition014	Condition1141	Condition0140	Scenario15	Slider29[SQ001]	Slider29[SQ002]	Slider29[SQ003]	Slider30[SQ001]	randnumber16	Condition116	Condition016	Condition1161	Condition0160	Scenario17	Slider33[SQ001]	Slider33[SQ002]	Slider33[SQ003]	Slider34[SQ001]	CQ31	CQ32	randnumber20	Condition120	Condition020	Condition0200	Condition1201	Scenario21	Slider41[SQ001]	Slider41[SQ002]	Slider41[SQ003]	Slider42[SQ001]	randnumber21	Condition121	Condition021	Condition0210	Condition1211	Scenario22	Slider43[SQ001]	Slider43[SQ002]	Slider43[SQ003]	Slider44[SQ001]	randnumber22	Condition122	Condition022	Condition0220	Condition1221	Scenario23	Slider45[SQ001]	Slider45[SQ002]	Slider45[SQ003]	Slider46[SQ001]	randnumber23	Condition123	Condition023	Condition0230	Condition1231	Scenario24	Slider47[SQ001]	Slider47[SQ002]	Slider47[SQ003]	Slider48[SQ001]	randnumber25	Condition125	Condition025	Condition0250	Condition1251	Scenario26	Slider51[SQ001]	Slider51[SQ002]	Slider51[SQ003]	Slider52[SQ001]	Feedback2	interviewtime	groupTime30047	ProlificIDTime	groupTime30045	GenderTime	groupTime30046	AgeTime	groupTime30048	SuperiorEducationTime	groupTime29971	InstructionsTime	groupTime29972	CollaborationTime	MonitoringTime	CollaboratorAITime	groupTime29969	Taining1Time	groupTime29977	Training2Time	groupTime29978	Training3Time	Training4Time	groupTime29979	Training5Time	groupTime29970	Training50Time	Training6Time	groupTime29980	Training7Time	Training8Time	groupTime29981	Training9Time	groupTime29982	Training91Time	Training10Time	groupTime29983	Training11Time	Training12Time	groupTime29984	Feedback1Time	groupTime29975	randnumber1Time	Condition101Time	Condition001Time	groupTime29985	Condition1011Time	Condition0010Time	Scenario2Time	groupTime29986	Slider3Time	Slider4Time	groupTime29987	randnumber2Time	Condition102Time	Condition002Time	groupTime29988	Condition1021Time	Condition0020Time	Scenario3Time	groupTime29989	Slider5Time	Slider6Time	groupTime29990	randnumber3Time	Condition103Time	Condition003Time	groupTime29991	Condition1031Time	Condition0030Time	Scenario4Time	groupTime29992	Slider7Time	Slider8Time	groupTime29993	randnumber4Time	Condition104Time	Condition004Time	groupTime29994	Condition1041Time	Condition0040Time	Scenario5Time	groupTime29995	Slider9Time	Slider10Time	groupTime29996	randnumber5Time	Condition105Time	Condition005Time	groupTime29997	Condition1051Time	Condition0050Time	Scenario6Time	groupTime29998	Slider11Time	Slider12Time	groupTime30044	CQ11Time	CQ12Time	groupTime29999	randnumber6Time	Condition106Time	Condition006Time	groupTime30000	Condition1061Time	Condition0060Time	Scenario7Time	groupTime30001	Slider13Time	Slider14Time	groupTime30002	randnumber7Time	Condition107Time	Condition007Time	groupTime30003	Condition1071Time	Condition0070Time	Scenario8Time	groupTime30004	Slider15Time	Slider16Time	groupTime30005	randnumber8Time	Condition108Time	Condition008Time	groupTime30006	Condition1081Time	Condition0080Time	Scenario9Time	groupTime30007	Slider17Time	Slider18Time	groupTime30008	randnumber9Time	Condition109Time	Condition009Time	groupTime30009	Condition1091Time	Condition0090Time	Scenario10Time	groupTime30010	Slider19Time	Slider20Time	groupTime30011	randnumber10Time	Condition110Time	Condition010Time	groupTime30012	Condition1101Time	Condition0100Time	Scenario11Time	groupTime30013	Slider21Time	Slider22Time	groupTime30043	CQ21Time	CQ22Time	groupTime30014	randnumber11Time	Condition111Time	Condition011Time	groupTime30015	Condition1111Time	Condition0110Time	Scenario12Time	groupTime30016	Slider23Time	Slider24Time	groupTime30017	randnumber12Time	Condition112Time	Condition012Time	groupTime30018	Condition1121Time	Condition0120Time	Scenario13Time	groupTime30019	Slider25Time	Slider26Time	groupTime30020	randnumber13Time	Condition113Time	Condition013Time	groupTime30021	Condition1131Time	Condition0130Time	Scenario14Time	groupTime30022	Slider27Time	Slider28Time	groupTime30023	randnumber14Time	Condition114Time	Condition014Time	groupTime30024	Condition1141Time	Condition0140Time	Scenario15Time	groupTime30025	Slider29Time	Slider30Time	groupTime30029	randnumber16Time	Condition116Time	Condition016Time	groupTime30030	Condition1161Time	Condition0160Time	Scenario17Time	groupTime30031	Slider33Time	Slider34Time	groupTime30042	CQ31Time	CQ32Time	groupTime30049	randnumber20Time	Condition120Time	Condition020Time	groupTime30050	Condition0200Time	Condition1201Time	Scenario21Time	groupTime30051	Slider42Time	Slider41Time	groupTime30052	randnumber21Time	Condition121Time	Condition021Time	groupTime30053	Condition0210Time	Condition1211Time	Scenario22Time	groupTime30054	Slider43Time	Slider44Time	groupTime30055	randnumber22Time	Condition122Time	Condition022Time	groupTime30056	Condition0220Time	Condition1221Time	Scenario23Time	groupTime30057	Slider45Time	Slider46Time	groupTime30058	randnumber23Time	Condition123Time	Condition023Time	groupTime30059	Condition0230Time	Condition1231Time	Scenario24Time	groupTime30060	Slider47Time	Slider48Time	groupTime30064	randnumber25Time	Condition125Time	Condition025Time	groupTime30065	Condition0250Time	Condition1251Time	Scenario26Time	groupTime30066	Slider51Time	Slider52Time	groupTime30041	Feedback2Time
202	2022-04-14 09:12:44	80	en	1143162886	2022-04-14 08:00:03	2022-04-14 09:12:44	108.175.29.210		5e8d44819163b611f62d706c	Female	30	0		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			60	25	28	0				75	30	77	100				100	2	100	100		1						30	33	72	50	2						82	0	87	0	1						94	0	100	0	1						20	88	9	60	2						100	0	100	0	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						0	82	7	23	2						17	76	16	100	2						0	0	90	100	2						0	0	12	100	2						17	0	63	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						27	0	100	77	1						78	72	29	100	2						22	74	20	0	2						61	82	80	43	2						89	11	89	0	FALSE	Rules for preserving the connection between words and what they stand for	2						59	61	60	0	2						67	53	22	76	2						68	14	69	100	2						10	27	17	100	1						17	82	78	88		4395,99	9,14		9,37		7,28		18,7		570		121,84				161,92		33,85		367,89			97,96		35,18			351,26			18,18		40,11			12,84			27,76		10,91				69,39				80,15			29,01				131,72				20,56			8,98				95,62				21,56			15,29				85,87				19,73			9,4				87,5				11,06			33,26			13,17				82,94				18,51			8,8				100,29				36,26			9,03				34,65				12,43			48,13				59,34				12,27			21,74				40,11				19,45			31,31			8,92				40,46				31,7			8,72				87,97				37,17			14,58				33,85				21,84			9				51,65				37,43			8,34				81,02				13,21			28,97			8,74				44,26				22,67			40,69				65,67				20,98			7,15				167,56				29,42			7,94				80,53				14,77			8,75				164,65				15,53			20,13	
204	2022-04-14 10:06:00	80	en	238531501	2022-04-14 08:01:12	2022-04-14 10:06:00	86.185.222.223		6141abfe07640458877654f3	Male	20	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system				46	27	10				79	18	88	69				85	84	81	78	The training would have included an exercise which will relay a feedback	2						80	19	81	77	2						77	75	70	22	1						31	28	28	80	1						11	12	21	8	2						26	16	78	77	FALSE	Rules for preserving the connection between words and what they stand for	2						29	30	82	79	1						80	7	10	23	2						74	37	69	50	2						23	15	16	80	1						80	21	18	24	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						21	12	70	84	2						14	6	12	95	1						26	18	18	16	1						26	33	75	69	1						83	28	85	84	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	1						25	13	77	22	1						80	20	72	83	2						19	23	23	83	1						16	9	77	18	2						48	76	95	36		7400,26	37,41		8,37		40,59		30,13		629,97		48,57				90,78		57,41		319,75			164,6		969,96			795,62			24,23		79,97			316,14			64,43		22,26				67,63				23,56			43,63				152,61				123,97			32,42				33,39				31,97			29,32				107,02				23,6			15,82				94,88				33,27			148,66			17,78				36,25				27,17			16,98				178,79				28,68			20,75				214,69				49,38			26,45				48,43				37,21			19,28				96,65				22,76			161,98			19,94				34,33				38,36			16,17				67,19				29,94			87,14				68,41				16,94			14,77				147,15				34,41			17,22				292,34				24,69			73,5			10,7				97,11				13,43			7,33				108,8				51,01			7,17				72,54				10,59			8,66				166,22				21,39			7,97				137,32				21,84			10,51	
206	2022-04-14 08:53:52	80	en	1090579139	2022-04-14 08:01:52	2022-04-14 08:53:52	197.229.129.68		5faaeeb3598001542f8200cd	Female	35	3		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system					53					100	100	100	100				100	100	100	100		1						100	100	100	100	2						100	100	100	100	2						100	100	100	100	2						0	0	0	0	1						100	100	100	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						100	100	100	0	2						0	0	0	2	2						100	100	100	0	2						100	100	100	98	2						100	100	100	100	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	100	100	100	1						100	100	100	0	1						100	99	100	100	1						100	100	100	0	1						100	100	100	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	98	100	100	1						100	100	100	100	2						100	100	100	2	1						100	100	100	0	2						100	100	100	2	I was a little confused as to whether to judge the correct use of the pronouns or how true the statement was regarding the actions performed in relation to the pronouns	3152,04	31,59		20,14		12,97		13,12		176,15		104,45				171,57		143,86		75,73			51,54		36,17			63,22			16,7		35,81			35,67			16,52		18,38				41,38				21,41			16,07				58,1				27,33			10,92				34,83				41,22			14,49				239,92				19,31			9,87				48,56				17,39			64,22			9,61				45,18				35,95			8,58				68,11				17,62			14,19				56,65				25,97			8				59,3				56,96			9,06				44,23				35,09			41,71			9				125,3				20,83			11,07				48,16				37,23			9,56				34,29				17,28			8,04				65,61				23,39			9,75				56,6				17,23			28,52			8,07				33,78				14,14			7,39				35,9				21,2			8,54				39,04				18,16			8,46				36,04				18,71			7,78				44,07				18,37			85,71	
207	2022-04-14 08:28:43	80	en	1997143624	2022-04-14 08:04:01	2022-04-14 08:28:43	202.67.73.33		60d2e8cdc3100af2222bdf9d	Male	21	1		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			75	100	100					75	75	75	51				89	16	100	70		2						100	100	100	25	1						100	100	100	100	1						100	100	100	100	1						100	66	100	100	1						100	50	100	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						85	80	100	100	1						100	100	100	100	2						100	74	100	0	2						80	35	70	15	2						82	69	68	25	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						100	100	100	0	2						100	0	100	0	2						75	50	75	25	2						100	35	100	25	2						35	0	31	85	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						32	79	24	15	1						81	20	92	100	2						85	100	79	77	2						72	67	77	18	2						70	68	68	70		1516,54	4,39		3,35		6,15		3,45		63,46		27,86				22,4		15,56		24,17			14,48		36,72			42,97			7,09		32,09			17,47			5,31		6,8				31,59				16,41			7,04				32,5				10,06			6,59				33,79				9,36			9,04				32,54				9,71			9,55				33,28				14,17			37,9			7,59				36,17				18,4			8,32				31,98				10,32			9,11				32,55				10,39			7,03				32,88				12,45			7,34				34,05				17,37			19,08			6,78				35,38				7,81			7,92				32,25				19,91			11,14				31,79				23,69			7,22				31,71				12,92			7,45				33,25				11,42			34,6			7,88				36,58				12,81			16,02				39,09				12,53			7,1				32,59				8,42			7,49				33,04				8,17			6,57				40,5				6,91			3,32	
208	2022-04-14 08:37:27	80	en	1105796598	2022-04-14 08:05:32	2022-04-14 08:37:27	94.11.193.44		61476b79d682abbb4458eb98	Male	33	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			55	50	75	100				50	50	35	13				51	50	70	49		1						51	56	74	65	1						89	90	95	90	1						50	43	46	36	2						35	41	26	25	1						60	80	64	81	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						35	32	37	67	1						39	34	22	18	1						65	69	78	84	2						64	75	74	9	1						65	67	68	20	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						83	82	83	84	2						91	88	84	11	2						21	42	35	92	1						70	62	65	21	2						32	33	26	90	FALSE	Rules for preserving the connection between words and what they stand for	1						27	40	32	20	1						64	68	70	81	1						53	64	52	37	1						30	33	30	5	1						61	60	71	82		1955,2	7,9		5,4		6,63		13,8		128,25		44,77				23,33		12,17		65,94			19,12		32,28			53,41			9,79		40,46			14,27			16,29		7,93				32,63				12,62			7,36				58,9				13,9			7,46				50,52				10,92			13,67				57,49				10,8			8,32				39,2				26,79			58,33			50,77				33,65				14,96			6,6				32,3				10,42			6,83				36,46				10,69			7,23				32,35				12,73			7,84				34,61				9,25			28,35			6,81				93,43				12,94			7,66				32,65				10,77			9,41				47,08				8,41			10,45				32,63				19,99			6,31				42,41				10,7			18,87			21,12				32,19				8,32			6,97				50,51				11,38			6,98				32,91				12,94			6,71				44,64				7,97			6,77				75,56				6,42			7,6	
210	2022-04-14 08:51:02	80	en	1638252521	2022-04-14 08:06:32	2022-04-14 08:51:02	31.51.123.165		5ae9cde00335e200019e9eed	Female	25	1		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system										66	16	66	71				72	19	85	99		1						33	34	69	71	1						32	85	36	10	2						6	38	27	76	2						55	85	69	74	1						82	67	67	88	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						66	79	76	29	1						69	30	39	32	1						93	86	94	100	1						32	0	24	26	1						72	87	84	11	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						89	53	74	98	1						99	94	43	21	1						63	5	26	17	2						92	2	84	1	2						98	56	82	100	TRUE	Rules for preserving the connection between words and what they stand for	1						35	77	17	1	1						79	61	92	82	2						26	75	8	15	1						33	85	57	72	1						57	8	55	76		2708,42	15,87		143,95		29,13		13,04		135,4		53,13				48,7		14,18		25,51			12,03		41,09			72,7			12,18		45,04			17,8			9,27		7,86				82,26				21,82			74,25				39,46				19,11			26,55				41,83				22			6,88				44,63				19,16			7,28				102,65				29,1			59,1			6,85				44,87				16,16			8,21				40				20,68			42,88				63,36				17,99			11,77				37,34				26,15			6,79				35,78				46,79			30,41			7,99				66,77				17,76			8,79				39,86				18,93			68,62				50,89				21,6			13,34				36,99				16,92			22,33				42,54				17,21			27,39			8,2				85,21				19,75			7,63				61				13,25			59,89				35,57				18,37			6,77				47,28				19,1			13,99				64,79				16,38			4,32	
212	2022-04-14 08:59:17	80	en	616390752	2022-04-14 08:07:50	2022-04-14 08:59:17	197.185.114.246		5fd9e1d7f35a0e508fd433d1	Male	33	3		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	88	100	100				94	78	85	100				70	60	65	59	Yes, the instructions are clear to understand.	2						70	73	88	82	2						57	69	38	72	1						65	58	53	42	2						80	92	100	79	1						43	65	63	80	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						66	23	64	68	1						88	92	66	82	2						79	93	91	96	2						31	69	73	25	1						92	93	100	99	TRUE	Rules for preserving the connection between words and what they stand for	1						90	100	100	93	1						93	88	98	82	1						70	79	92	83	1						100	91	75	85	2						68	15	37	70	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	2						62	73	78	77	1						77	89	77	100	2						33	61	70	76	1						78	97	100	86	2						34	59	32	30	I actually loved the whole study and its instructions!	3124,3	30,43		7,06		15,87		30,95		71,26		337,44				163,82		108,34		270,79			140,71		50,44			150,28			43,91		78,23			16,66			55,57		10,54				59,73				13,42			8,45				34,4				12,42			24,35				35,8				15,59			36,16				33,45				21,93			9,87				35,56				10,9			62,83			9,65				34,98				24,51			10,19				33,67				12,61			11,94				42,02				14,12			9,25				43,42				15,82			8,87				35,87				33,26			38,33			8,79				35,19				12,32			9,23				34,5				11,15			12,14				34,42				17,76			9,89				34,77				11,23			8,61				38,53				11,87			26,53			10,79				49,98				12,42			13,88				43,59				12,23			8,04				36,55				11			10,99				44,49				13,37			10,82				39,19				14,17			100,19	
213	2022-04-14 08:54:22	80	en	2020831962	2022-04-14 08:10:27	2022-04-14 08:54:22	197.184.172.235		60a2df32808ac76c056b37b9	Female	24	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	100	100	100				0	1	0	0				30	20	15	0		2						90	60	80	90	1						90	40	95	93	2						75	85	70	100	2						94	92	95	10	1						70	30	74	80	FALSE	Rules for preserving the connection between words and what they stand for	1						100	100	100	100	1						99	100	100	100	2						100	30	100	10	2						0	20	30	100	1						30	10	10	0	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	80	100	100	1						100	90	100	100	2						60	35	60	90	1						100	91	100	0	1						100	100	100	100	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						100	80	75	80	2						30	10	40	100	2						35	10	19	100	1						100	90	100	100	1						100	100	100	100		2664,07	7,37		5,18		15,88		18,29		204,52		194,01				46,47		8,78		100,43			36,46		37,28			73,2			10,4		38,79			34,87			16,78		9,64				40,28				22,98			8,95				87,75				24,01			8,77				44,84				29,14			8,99				50,06				34,07			12,04				60,85				46,25			68,47			8,43				33,37				13,06			9,43				41,91				23,39			8,2				38,55				25,17			8,1				37,02				25,32			10,2				56,99				27,31			97,03			9,45				33,24				19,06			8,02				34,25				13,58			10,07				33,63				36,66			8,7				38,95				21,18			10,58				49,01				11,61			22,27			9,78				39,49				30,84			9				55,36				29,24			14,96				39,1				23,57			13,55				37,67				18,38			13,42				78,02				11,44			10,71	
214	2022-04-14 09:02:37	80	en	1230096546	2022-04-14 08:16:51	2022-04-14 09:02:37	10.149.249.133		5e724ae92575691840b8f8c9	Female	31	6		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			60	47	62	54				61	57	65	67				77	65	48	73		1						75	79	67	76	1						39	65	62	56	2						81	39	92	14	2						87	76	79	19	1						37	81	59	76	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						77	44	80	81	1						98	43	67	83	1						86	80	81	67	1						75	41	64	38	2						43	59	43	51	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						70	68	82	71	1						63	64	38	63	1						96	48	83	86	1						82	78	87	93	1						61	52	49	47	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	1						65	67	82	68	2						67	60	60	48	2						79	95	88	66	2						89	42	90	75	2						63	39	36	24		2614,21	4,57		4,16		13,73		1086,36		63,83		13,14				8,65		6,98		9,45			8,85		33,73			9,74			8,08		34,72			11,24			3,42		7,97				37,05				6,92			14,39				34,84				9,67			8,73				35,42				28,06			8,18				33,73				9,37			7,92				34,01				13,32			34,52			8,63				34,77				16,65			8,45				33,55				9,87			11,11				33,46				10,04			8,09				35,95				8,99			7,07				36,31				6,85			12,32			16,43				33,33				29,29			8,28				33,51				9,98			8,4				33,19				9,94			10,04				42,24				28,16			8,59				33,13				7,61			78			7,47				36,27				7,1			6,84				48,83				7,73			8,2				34,82				9,8			8,64				33,71				8,08			7,57				46,2				14,83			11,14	
217	2022-04-14 08:59:07	80	en	94000601	2022-04-14 08:29:16	2022-04-14 08:59:07	82.44.28.242		61fa9085d42cb19beec4915d	Female	19	1		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			86	65	54	85				22	74	55	9				67	27	38	40		2						47	35	33	68	2						30	34	40	81	1						77	59	65	85	2						20	23	26	72	2						6	16	32	93	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						63	67	31	26	2						69	36	34	67	2						66	37	42	35	1						57	42	40	75	2						30	32	30	84	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						72	67	51	62	1						62	42	32	20	2						70	59	41	73	2						15	37	32	49	1						65	59	40	29	TRUE	Rules for preserving the connection between words and what they stand for	2						61	39	56	46	2						61	15	39	62	2						37	28	34	80	2						29	31	31	81	1						77	29	30	83		1823,83	10,97		5,65		9,41		11,17		81,76		54,2				39,7		27,21		41,01			30,11		53,27			101			7,77		47,15			38,36			4,85		8,35				31,82				15,62			9,19				31,87				15,87			8,26				32,01				9,68			8,02				32,83				18,93			9,21				31,97				10,16			40,53			8,63				32,35				10,65			8,17				49,21				26,12			7,73				32,93				14,09			6,77				32,05				10,39			7,28				39,82				7,9			19,98			7,99				32,37				16,5			7,26				35,8				8,46			7				32,12				11,97			7,39				50,58				9,82			8,38				54,92				10,96			28,76			7,55				55,07				18,88			12,37				33,31				10,57			7,31				31,84				11,3			6,96				32,4				15,43			6,59				35,28				9,52			7,19	
220	2022-04-14 09:35:35	80	en	1004892288	2022-04-14 08:41:27	2022-04-14 09:35:35	193.62.251.36		5f522c40069004482b3af322	Male	33	9		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	100	100	100				50	49	49	51				100	100	100	100	it was relatively clear	1						100	100	99	100	2						100	100	100	0	2						100	100	100	100	2						99	99	99	90	2						100	100	100	0	FALSE	Rules for preserving the connection between words and what they stand for	2						100	100	100	0	2						73	100	73	50	1						0	100	100	50	2						0	50	30	85	1						0	0	50	0	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						100	0	100	50	1						100	100	100	100	1						50	50	50	50	1						100	100	100	65	2						100	100	100	100	FALSE	Rules for preserving the connection between words and what they stand for	2						100	100	100	100	2						100	100	100	100	2						100	100	100	0	1						100	0	100	0	2						100	50	100	100	"A little confusing, I feel like you would have benefitted more if you were to hire some linguists to do this job for you rather than an engineer :)
I tried my best. Sometimes it is hard to judge, for instance talking about the George's maths grade comment  ""that man is genius"", should I judge this from the perspective of George's audience or George himself? George got side insider info and knows that one person marked 100% but does George's audience know that?! So although the use of That might be conventional from George's perspective, I doubt it would be from the point of view of his audience! That's why I say it's quite confusing.
Good luck with your research"	3283,57	5,61		5,32		10,04		14,71		128,48		17,41				89,23		55,19		102,2			38,34		75,95			294,71			9,47		37,22			23,03			57,24		8,39				40,4				21,33			7,62				83,85				17,07			6,93				45,02				19,86			8				69,43				29,42			10,87				51,05				19,63			40,86			8,75				59,27				14,28			7,53				81,64				18,13			7,51				65,66				52,38			12,51				72,84				32,93			8,51				69,55				30,04			33,71			7,99				33				26,21			14,18				58,09				10,84			8,43				60,29				26,6			9,27				75,33				22,6			9,57				64,53				20,39			64,87			8,6				40,35				10,88			8,45				87,65				17,67			8,9				76,44				16,57			7,55				57,39				15,29			7,13				103,89				19,43			266,07	
224	2022-04-14 09:42:48	80	en	127915414	2022-04-14 09:00:58	2022-04-14 09:42:48	178.43.18.46		606340ca7faac7025f31dd57	Male	30	5		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			67	76	81	75				71	69	25	84				89	72	91	67	Yes, the instructions were clear, and the training phase gave me a good idea.	1						15	38	25	8	1						28	63	56	53	1						70	81	57	92	2						34	19	39	79	1						85	82	68	80	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						14	73	54	5	2						50	64	31	72	2						58	21	67	5	1						75	79	63	47	2						30	79	53	29	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						63	26	80	61	2						52	66	25	10	2						24	67	77	12	1						12	36	3	11	2						35	30	65	59	FALSE	Rules for preserving the connection between words and what they stand for	1						49	35	14	25	1						97	81	90	94	2						22	33	24	21	2						64	28	16	88	2						75	65	78	11	Some of the scenarios were a bit tricky but that's the point. Interesting study.	2544,46	9,54		5,16		6,68		45,33		77,06		114,33				26,93		21,12		37,64			37,23		32,79			194,42			11,74		33,05			15,73			56,78		8,05				31,91				23,36			7,46				65,5				18,05			9				44,55				15,63			12,58				65,59				15,34			7,17				32,95				24,63			69,37			18,67				34,24				55,83			8,04				46,66				32,74			8,07				33,43				29,74			8,12				55,02				50,27			8,01				33,75				26,05			89,62			10,04				39,5				34,18			9,21				31,9				32,76			9,56				35,11				81,09			8,87				32,48				13,66			8,87				38,92				47,1			38,25			6,9				32,39				16,89			8,3				41,96				12,93			7,98				32,39				11,92			8,65				32,47				19,48			7,92				36,69				11,85			69,31	
